name_en|name_fr|code_hs4
Multiple \folded\ or cabled cotton yarn of uncombed fibres containing >= 85% cotton by weight and with a linear density of < 125 decitex \> MN 80\ per single yarn (excl. sewing thread and yarn put up for retail sale)|Fils retors ou câblés de coton en fibres non peignées contenant >= 85% en poids de coton titrant en fils simples < 125 décitex [> 80 numéros métriques en fils simples] (sauf les fils à coudre et les fils conditionnés pour la vente au détail)|5205
Multiple \folded\ or cabled cotton yarn of combed fibres containing >= 85% cotton by weight and with a linear density of >= 71429 decitex \<= MN 14\ per single yarn (excl. sewing thread and yarn put up for retail sale)|Fils retors ou câblés de coton en fibres peignées contenant >= 85% en poids de coton titrant en fils simples >= 71429 décitex [<= 14 numéros métriques en fils simples] (sauf les fils à coudre et les fils conditionnés pour la vente au détail)|5205
Multiple \folded\ or cabled cotton yarn of combed fibres containing >= 85% cotton by weight and with a linear density of 23256 decitex to < 71429 decitex \> MN 14 to MN 43\ per single yarn (excl. sewing thread and yarn put up for retail sale)|Fils retors ou câblés de coton en fibres peignées contenant >= 85% en poids de coton titrant en fils simples >= 23256 décitex mais < 71429 décitex [> 14 numéros métriques mais <= 43 numéros métriques en fils simples] (sauf les fils à coudre et les fils conditionnés pour la vente au détail)|5205
Multiple \folded\ or cabled cotton yarn of combed fibres containing >= 85% cotton by weight and with a linear density of 19231 decitex to < 23256 decitex \> MN 43 to MN 52\ per single yarn (excl. sewing thread and yarn put up for retail sale)|Fils retors ou câblés de coton en fibres peignées contenant >= 85% en poids de coton titrant en fils simples >= 19231 décitex mais < 23256 décitex [> 43 numéros métriques mais <= 52 numéros métriques en fils simples] (sauf les fils à coudre et les fils conditionnés pour la vente au détail)|5205
Multiple \folded\ or cabled cotton yarn of combed fibres containing >= 85% cotton by weight and with a linear density of 125 decitex to < 19231 decitex \> MN 52 to MN 80\ per single yarn (excl. sewing thread and yarn put up for retail sale)|Fils retors ou câblés de coton en fibres peignées contenant >= 85% en poids de coton titrant en fils simples >= 125 décitex mais < 19231 décitex [> 52 numéros métriques mais <= 80 numéros métriques en fils simples] (sauf les fils à coudre et les fils conditionnés pour la vente au détail)|5205
Multiple \folded\ or cabled cotton yarn of combed fibres containing >= 85% cotton by weight and with a linear density of 10638 decitex to < 125 decitex \> MN 80 to MN 94\ per single yarn (excl. sewing thread and yarn put up for retail sale)|Fils retors ou câblés de coton en fibres peignées contenant >= 85% en poids de coton titrant en fils simples >= 10638 décitex mais < 125 décitex [> 80 numéros métriques mais <= 94 numéros métriques en fils simples] (sauf les fils à coudre et les fils conditionnés pour la vente au détail)|5205
Machines for drawing texturing or cutting filaments of man-made textile materials|Machines pour létirage la texturation ou le tranchage des matières textiles synthétiques ou artificielles|8444
Multiple \folded\ or cabled cotton yarn of combed fibres containing >= 85% cotton by weight and with a linear density of 8333 decitex to < 10638 decitex \> MN 94 to MN 120\ per single yarn (excl. sewing thread and yarn put up for retail sale)|Fils retors ou câblés de coton en fibres peignées contenant >= 85% en poids de coton titrant en fils simples >= 8333 décitex mais < 10638 décitex [> 94 numéros métriques mais <= 120 numéros métriques en fils simples] (sauf les fils à coudre et les fils conditionnés pour la vente au détail)|5205
Multiple \folded\ or cabled cotton yarn of combed fibres containing >= 85% cotton by weight and with a linear density of < 8333 decitex \> MN 120\ per single yarn (excl. sewing thread and yarn put up for retail sale)|Fils retors ou câblés de coton en fibres peignées contenant >= 85% en poids de coton titrant en fils simples < 8333 décitex [> 120 numéros métriques en fils simples] (sauf les fils à coudre et les fils conditionnés pour la vente au détail)|5205
Cotton yarn containing predominantly but < 85% cotton by weight (excl. sewing thread and yarn put up for retail sale)|Fils de coton contenant en prédominance mais < 85% en poids de coton (sauf les fils à coudre et les fils conditionnés pour la vente au détail)|5206
Single cotton yarn containing predominantly but < 85% cotton by weight of uncombed fibres and with a linear density of >= 71429 decitex \<= MN 14\ (excl. sewing thread and yarn put up for retail sale)|Fils simples de coton en fibres non peignées contenant en prédominance mais < 85% en poids de coton titrant >= 71429 décitex [<= 14 numéros métriques] (sauf les fils à coudre et les fils conditionnés pour la vente au détail)|5206
Single cotton yarn containing predominantly but < 85% cotton by weight of uncombed fibres and with a linear density of 23256 decitex to < 71429 decitex \> MN 14 to MN 43\ (excl. sewing thread and yarn put up for retail sale)|Fils simples de coton en fibres non peignées contenant en prédominance mais < 85% en poids de coton titrant >= 23256 décitex mais < 71429 décitex [> 14 numéros métriques mais <= 43 numéros métriques] (sauf les fils à coudre et les fils conditionnés pour la vente au détail)|5206
Single cotton yarn containing predominantly but < 85% cotton by weight of uncombed fibres and with a linear density of 19231 decitex to < 23256 decitex \> MN 43 to MN 52\ (excl. sewing thread and yarn put up for retail sale)|Fils simples de coton en fibres non peignées contenant en prédominance mais < 85% en poids de coton titrant >= 19231 décitex mais < 23256 décitex [> 43 numéros métriques mais <= 52 numéros métriques] (sauf les fils à coudre et les fils conditionnés pour la vente au détail)|5206
Single cotton yarn containing predominantly but < 85% cotton by weight of uncombed fibres and with a linear density of 125 decitex to < 19231 decitex \> MN 52 to MN 80\ (excl. sewing thread and yarn put up for retail sale)|Fils simples de coton en fibres non peignées contenant en prédominance mais < 85% en poids de coton titrant >= 125 décitex mais < 19231 décitex [> 52 numéros métriques mais <= 80 numéros métriques] (sauf les fils à coudre et les fils conditionnés pour la vente au détail)|5206
Single cotton yarn containing predominantly but < 85% cotton by weight of uncombed fibres and with a linear density of < 125 decitex \> MN 80\ (excl. sewing thread and yarn put up for retail sale)|Fils simples de coton en fibres non peignées contenant en prédominance mais < 85% en poids de coton titrant < 125 décitex [> 80 numéros métriques] (sauf les fils à coudre et les fils conditionnés pour la vente au détail)|5206
Single cotton yarn containing predominantly but < 85% cotton by weight of combed fibres and with a linear density of >= 71429 decitex \<= MN 14\ (excl. sewing thread and yarn put up for retail sale)|Fils simples de coton en fibres peignées contenant en prédominance mais < 85% en poids de coton titrant >= 71429 décitex [<= 14 numéros métriques] (sauf les fils à coudre et les fils conditionnés pour la vente au détail)|5206
Single cotton yarn containing predominantly but < 85% cotton by weight of combed fibres and with a linear density of 23256 decitex to < 71429 decitex \> MN 14 to MN 43\ (excl. sewing thread and yarn put up for retail sale)|Fils simples de coton en fibres peignées contenant en prédominance mais < 85% en poids de coton titrant >= 23256 décitex mais < 71429 décitex [> 14 numéros métriques mais <= 43 numéros métriques] (sauf les fils à coudre et les fils conditionnés pour la vente au détail)|5206
Single cotton yarn containing predominantly but < 85% cotton by weight of combed fibres and with a linear density of 19231 decitex to < 23256 decitex \> MN 43 to MN 52\ (excl. sewing thread and yarn put up for retail sale)|Fils simples de coton en fibres peignées contenant en prédominance mais < 85% en poids de coton titrant >= 19231 décitex mais < 23256 décitex [> 43 numéros métriques mais <= 52 numéros métriques] (sauf les fils à coudre et les fils conditionnés pour la vente au détail)|5206
Single cotton yarn containing predominantly but < 85% cotton by weight of combed fibres and with a linear density of 125 decitex to < 19231 decitex \> MN 52 to MN 80\ (excl. sewing thread and yarn put up for retail sale)|Fils simples de coton en fibres peignées contenant en prédominance mais < 85% en poids de coton titrant >= 125 décitex mais < 19231 décitex [> 52 numéros métriques mais <= 80 numéros métriques] (sauf les fils à coudre et les fils conditionnés pour la vente au détail)|5206
Single cotton yarn containing predominantly but < 85% cotton by weight of combed fibres and with a linear density of < 125 decitex \> MN 80\ (excl. sewing thread and yarn put up for retail sale)|Fils simples de coton en fibres peignées contenant en prédominance mais < 85% en poids de coton titrant < 125 décitex [> 80 numéros métriques] (sauf les fils à coudre et les fils conditionnés pour la vente au détail)|5206
Rolls for metal-rolling mills|Cylindres de laminoirs à métaux|8455
Multiple \folded\ or cabled cotton yarn containing predominantly but < 85% cotton by weight of uncombed fibres and with a linear density of >= 71429 decitex \<= MN 14\ per single yarn (excl. sewing thread and yarn put up for retail sale)|Fils retors ou câblés de coton en fibres non peignées contenant en prédominance mais < 85% en poids de coton titrant en fils simples >= 71429 décitex [<= 14 numéros métriques en fils simples] (sauf les fils à coudre et les fils conditionnés pour la vente au détail)|5206
